date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
05:41:06	115216/115216	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2206dee9c452cafbe4e9b9e29abb5ba440%22	https://playdoge.io/assets/images/svg-icons/roadmap-bar.svg	C:/game/playdoge.io/assets/images/svg-icons/roadmap-bar.svg	(from https://playdoge.io/en)
05:41:06	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:07%20GMT	http://playdoge.io/assets/images/svg-icons/tokenomics-dinasaur.svg	C:/game/playdoge.io/assets/images/svg-icons/tokenomics-dinasaur.svg	(from https://playdoge.io/en)
05:41:06	37232/37232	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22092e58f8fb48669ac2f74bcfaa2d1e7a%22	https://playdoge.io/assets/images/svg-icons/tokenomics.svg	C:/game/playdoge.io/assets/images/svg-icons/tokenomics.svg	(from https://playdoge.io/en)
05:41:06	100353/100353	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22e55860e2b10f39a5fe0a6566918ba420%22	https://playdoge.io/assets/images/svg-icons/tokenomics-dinasaur.svg	C:/game/playdoge.io/assets/images/svg-icons/tokenomics-dinasaur.svg	(from https://playdoge.io/en)
05:41:07	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:07%20GMT	http://playdoge.io/assets/images/svg-icons/tokenomics-dog.svg	C:/game/playdoge.io/assets/images/svg-icons/tokenomics-dog.svg	(from https://playdoge.io/en)
05:41:08	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:09%20GMT	http://playdoge.io/assets/images/svg-icons/loading-faq.webp	C:/game/playdoge.io/assets/images/svg-icons/loading-faq.webp	(from https://playdoge.io/en)
05:41:09	8302/8302	---M--	200	added ('OK')	binary/octet-stream	etag:%22bd301ceb040b16ca0a7eb05126ba8147%22	https://playdoge.io/assets/images/svg-icons/loading-faq.webp	C:/game/playdoge.io/assets/images/svg-icons/loading-faq.webp	(from https://playdoge.io/en)
05:41:09	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:10%20GMT	http://playdoge.io/assets/images/svg-icons/left-arrow.svg	C:/game/playdoge.io/assets/images/svg-icons/left-arrow.svg	(from https://playdoge.io/en)
05:41:09	2106652/2106652	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%22a1c625bb2d3e9505ba02bfc0d5f15ddc%22	https://playdoge.io/assets/images/svg-icons/tokenomics-dog.svg	C:/game/playdoge.io/assets/images/svg-icons/tokenomics-dog.svg	(from https://playdoge.io/en)
05:41:10	201/201	---M--	200	added ('OK')	image/svg+xml	etag:%22548491064a89be97779aa5d7de7c3be1%22	https://playdoge.io/assets/images/svg-icons/left-arrow.svg	C:/game/playdoge.io/assets/images/svg-icons/left-arrow.svg	(from https://playdoge.io/en)
05:41:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:10%20GMT	http://playdoge.io/assets/images/svg-icons/right-arrow.svg	C:/game/playdoge.io/assets/images/svg-icons/right-arrow.svg	(from https://playdoge.io/en)
05:41:11	198/198	---M--	200	added ('OK')	image/svg+xml	etag:%22fd1fc3f789eb94d631b67177b7bbce9c%22	https://playdoge.io/assets/images/svg-icons/right-arrow.svg	C:/game/playdoge.io/assets/images/svg-icons/right-arrow.svg	(from https://playdoge.io/en)
05:41:11	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:12%20GMT	http://playdoge.io/assets/images/svg-icons/logo-footer.svg	C:/game/playdoge.io/assets/images/svg-icons/logo-footer.svg	(from https://playdoge.io/en)
05:41:13	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:13%20GMT	http://playdoge.io/assets/doc/terms-of-service.pdf	C:/game/playdoge.io/assets/doc/terms-of-service.pdf	(from https://playdoge.io/en)
05:41:13	73193/73193	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2235715c2fad78c9eba5414ed79b48d617%22	https://playdoge.io/assets/images/svg-icons/logo-footer.svg	C:/game/playdoge.io/assets/images/svg-icons/logo-footer.svg	(from https://playdoge.io/en)
05:41:14	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:14%20GMT	http://playdoge.io/assets/doc/privacy-policy.pdf	C:/game/playdoge.io/assets/doc/privacy-policy.pdf	(from https://playdoge.io/en)
05:41:16	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:15%20GMT	http://playdoge.io/runtime.906d98483e277148.js	C:/game/playdoge.io/runtime.906d98483e277148.js	(from https://playdoge.io/en)
05:41:16	6542432/6542432	---MCZ	200	added ('OK')	application/pdf	etag:W/%229cc93bfc30438a05672000b9cdf44efc%22	https://playdoge.io/assets/doc/terms-of-service.pdf	C:/game/playdoge.io/assets/doc/terms-of-service.pdf	(from https://playdoge.io/en)
05:41:18	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:17%20GMT	http://playdoge.io/polyfills.a30b1b810f05ac77.js	C:/game/playdoge.io/polyfills.a30b1b810f05ac77.js	(from https://playdoge.io/en)
05:41:18	3504/3504	---MCZ	200	added ('OK')	application/javascript	etag:W/%22df1e44176c43fc735517e52d9150e5dd%22	https://playdoge.io/runtime.906d98483e277148.js	C:/game/playdoge.io/runtime.906d98483e277148.js	(from https://playdoge.io/en)
05:41:18	9527425/9527425	---MCZ	200	added ('OK')	application/pdf	etag:W/%220f37136a3c7750134ff33389495fca65-2%22	https://playdoge.io/assets/doc/privacy-policy.pdf	C:/game/playdoge.io/assets/doc/privacy-policy.pdf	(from https://playdoge.io/en)
05:41:20	167/167	---M--	301	error ('Moved%20Permanently')	text/html	date:Thu,%2022%20Aug%202024%2000:41:19%20GMT	http://playdoge.io/main.136a1c53ef88d3e5.js	C:/game/playdoge.io/main.136a1c53ef88d3e5.js	(from https://playdoge.io/en)
05:41:20	61561/61561	---MCZ	200	added ('OK')	application/javascript	etag:W/%220f19b120b2e3b5b509e9a3e57a676073%22	https://playdoge.io/polyfills.a30b1b810f05ac77.js	C:/game/playdoge.io/polyfills.a30b1b810f05ac77.js	(from https://playdoge.io/en)
05:41:24	16100/16100	---M--	200	added ('OK')	binary/octet-stream	etag:%2207d574c16ebc851e57fe37b664ea4395%22	https://playdoge.io/depixelklein.0fc067bffd5f2361.otf	C:/game/playdoge.io/depixelklein.0fc067bffd5f2361.otf	(from https://playdoge.io/styles.e68f214559a96fa9.css)
05:41:40	1303952/1303952	---MCZ	200	added ('OK')	application/javascript	etag:W/%22e4a83630a8b970e8a3a5ea3f7b53a174%22	https://playdoge.io/main.136a1c53ef88d3e5.js	C:/game/playdoge.io/main.136a1c53ef88d3e5.js	(from https://playdoge.io/en)
